	pmcid	question	relevancy
0	3336896	17	0
0	3337804	17	0
0	3339825	17	0
0	3340973	17	0
0	3340975	17	0
0	3341456	17	0
0	3342146	17	0
0	3342366	17	0
0	3343431	17	0
0	3345229	17	0
0	3347651	17	0
0	3348529	17	0
0	3349473	17	0
0	3349853	17	0
0	3349963	17	0
0	3350004	17	0
0	3350048	17	0
0	3350117	17	0
0	3350196	17	0
0	3350224	17	0
0	3351958	17	2
0	3352193	17	0
0	3353108	17	0
0	3357616	17	0
0	3357634	17	0
0	3359184	17	0
0	3362768	17	0
0	3363980	17	0
0	3364643	17	0
0	3371954	17	0
0	3372799	17	0
0	3375074	17	0
0	3375743	17	0
0	3377046	17	0
0	3379934	17	0
0	3381485	17	0
0	3383300	17	0
0	3385600	17	0
0	3389237	17	0
0	3389959	17	0
0	3390729	17	0
0	3395037	17	1
0	3396109	17	1
0	3398075	17	0
0	3399211	17	0
0	3399219	17	0
0	3401707	17	0
0	3401996	17	0
0	3402902	17	0
0	3404028	17	0
0	3407431	17	0
0	3407531	17	0
0	3407612	17	0
0	3407614	17	0
0	3407722	17	0
0	3407765	17	0
0	3409899	17	0
0	3409907	17	0
0	3410081	17	0
0	3410246	17	0
0	3410720	17	0
0	3411195	17	0
0	3411373	17	0
0	3413594	17	0
0	3415050	17	0
0	3416911	17	0
0	3418041	17	0
0	3418044	17	0
0	3419668	17	0
0	3419921	17	0
0	3421967	17	0
0	3427950	17	0
0	3429833	17	0
0	3432358	17	0
0	343279	17	0
0	3433859	17	0
0	3437059	17	0
0	3438439	17	0
0	3438719	17	0
0	3440487	17	0
0	3442737	17	0
0	3443482	17	0
0	3443647	17	0
0	3444833	17	0
0	3445186	17	0
0	3446077	17	0
0	3446093	17	0
0	3446759	17	0
0	3450927	17	0
0	3451569	17	0
0	3451670	17	0
0	3452044	17	0
0	3456911	17	0
0	3457606	17	0
0	3457840	17	0
0	3459509	17	0
0	3459711	17	0
0	3460151	17	0
0	3460158	17	0
0	3461611	17	0
0	3461776	17	0
0	3462906	17	0
0	3465008	17	0
0	3465883	17	0
0	3465920	17	0
0	3467394	17	0
0	3470986	17	0
0	3474275	17	0
0	3475895	17	0
0	3484318	17	0
0	3488028	17	0
0	3488907	17	0
0	3490972	17	0
0	3492103	17	0
0	3492681	17	0
0	3492684	17	0
0	3492965	17	0
0	3493829	17	0
0	3499212	17	0
0	3499903	17	0
0	3500078	17	0
0	3501191	17	0
0	3502587	17	0
0	3502769	17	0
0	3504149	17	0
0	3504311	17	0
0	3506056	17	0
0	3506066	17	0
0	3506494	17	0
0	3506884	17	0
0	3509391	17	0
0	3512584	17	0
0	3512606	17	0
0	3512638	17	0
0	3512708	17	0
0	3512720	17	0
0	3513733	17	0
0	3514804	17	0
0	3516696	17	0
0	3516865	17	0
0	3517523	17	0
0	3520709	17	0
0	3524734	17	0
0	3526386	17	0
0	3527262	17	0
0	3530760	17	0
0	3531040	17	0
0	3533016	17	0
0	3533152	17	0
0	3533611	17	0
0	3533887	17	0
0	3534311	17	0
0	3534871	17	0
0	3536587	17	0
0	3537200	17	0
0	3539461	17	0
0	3539462	17	0
0	3541574	17	0
0	3542335	17	0
0	3543584	17	0
0	3544067	17	0
0	3544655	17	0
0	3545342	17	0
0	3545734	17	0
0	3546444	17	0
0	3547865	17	0
0	3551405	17	0
0	3553533	17	0
0	3554543	17	0
0	3555598	17	0
0	3556838	17	0
0	3558207	17	0
0	3560636	17	0
0	3560799	17	0
0	3562200	17	0
0	3564571	17	0
0	3565987	17	0
0	3568712	17	0
0	3568893	17	0
0	3571988	17	0
0	3573784	17	0
0	3578667	17	0
0	3579987	17	0
0	3580506	17	0
0	3580896	17	0
0	3583806	17	0
0	3584937	17	0
0	3585781	17	0
0	3593510	17	0
0	3595981	17	0
0	3596056	17	0
0	3597902	17	0
0	3598246	17	0
0	3599262	17	0
0	3599939	17	0
0	3600025	17	0
0	3600251	17	0
0	3600282	17	0
0	3600324	17	0
0	3601004	17	0
0	1036006	18	0
0	1036420	18	0
0	1065094	18	0
0	1081546	18	0
0	1082148	18	0
0	111181	18	0
0	1140052	18	0
0	116587	18	0
0	1174872	18	0
0	1175909	18	0
0	1175926	18	2
0	1177960	18	0
0	1180831	18	0
0	1181818	18	0
0	1181870	18	0
0	1208923	18	0
0	1208965	18	0
0	125311	18	1
0	1253667	18	0
0	1262735	18	0
0	1269433	18	0
0	1269467	18	0
0	1277828	18	0
0	1277829	18	0
0	1277864	18	0
0	1315066	18	0
0	137249	18	2
0	1373687	18	0
0	137602	18	0
0	1379641	18	0
0	1397847	18	0
0	1397863	18	0
0	1440867	18	0
0	1448179	18	0
0	1464386	18	0
0	1469523	18	0
0	1474998	18	0
0	1475846	18	0
0	1502064	18	0
0	1513329	18	0
0	1538628	18	0
0	1544354	18	0
0	1550805	18	0
0	1550928	18	0
0	1550940	18	0
0	1550955	18	0
0	1550961	18	2
0	1550969	18	0
0	1563448	18	0
0	1568587	18	0
0	1569017	18	0
0	1613243	18	0
0	1624848	18	0
0	1664556	18	0
0	1697813	18	0
0	1702343	18	0
0	1750965	18	0
0	1750984	18	0
0	1751042	18	0
0	1761145	18	0
0	1762324	18	0
0	1764728	18	0
0	1781429	18	0
0	1781433	18	0
0	1781496	18	0
0	1784101	18	0
0	1802750	18	0
0	1821329	18	0
0	1824724	18	0
0	1829442	18	0
0	1852375	18	0
0	1854912	18	0
0	1858710	18	0
0	1885430	18	0
0	1896172	18	0
0	1906775	18	0
0	1936313	18	0
0	1940284	18	0
0	1998881	18	2
0	2000469	18	0
0	2008556	18	0
0	2008608	18	0
0	2008949	18	0
0	2009268	18	0
0	2009505	18	0
0	2009769	18	0
0	2010078	18	0
0	2011141	18	0
0	2025150	18	0
0	2025186	18	0
0	2064011	18	0
0	2064946	18	0
0	2096525	18	0
0	2098752	18	0
0	2099495	18	0
0	2106692	18	0
0	2106894	18	0
0	2108978	18	0
0	2124987	18	0
0	2125105	18	0
0	2125307	18	0
0	2125368	18	0
0	2125429	18	0
0	2125789	18	0
0	2125954	18	0
0	2125963	18	0
0	2125967	18	0
0	2126317	18	0
0	2128113	18	0
0	2128297	18	0
0	2128339	18	0
0	2128460	18	0
0	2130991	18	0
0	2131157	18	0
0	2131270	18	0
0	2131561	18	0
0	2131797	18	0
0	2131983	18	0
0	2132075	18	0
0	2132361	18	0
0	2132414	18	0
0	2132856	18	0
0	2133249	18	0
0	2135241	18	0
0	2135284	18	0
0	2137769	18	0
0	2140299	18	0
0	2140467	18	0
0	2140479	18	0
0	2172608	18	0
0	2174354	18	0
0	2174495	18	0
0	2180241	18	0
0	2186811	18	0
0	2187870	18	0
0	2194701	18	0
0	2198907	18	0
0	2206032	18	0
0	2206446	18	2
0	2206480	18	0
0	2206519	18	2
0	2222672	18	0
0	2228383	18	2
0	2246105	18	0
0	2246195	18	0
0	2246223	18	2
0	2249582	18	0
0	2254710	18	0
0	2263036	18	0
0	2275218	18	0
0	2364251	18	0
0	2364577	18	0
0	2366049	18	0
0	2366074	18	0
0	2374600	18	0
0	2377328	18	0
0	2384308	18	0
0	2384351	18	0
0	2384366	18	0
0	2384501	18	0
0	2384734	18	0
0	2384762	18	0
0	2384793	18	0
0	2386496	18	0
0	2391256	18	0
0	2409354	18	0
0	2432466	18	0
0	2447585	18	0
0	2448291	18	0
0	2448349	18	0
0	2464817	18	0
0	2474599	18	0
0	2478862	18	0
0	2478953	18	0
0	2479278	18	0
0	2479305	18	0
0	2479552	18	0
0	2479759	18	0
0	2479837	18	0
0	2479935	18	0
0	2480006	18	0
0	2480012	18	0
0	2480196	18	0
0	2483980	18	0
0	2488320	18	0
0	2522335	18	0
0	2531024	18	0
0	2531043	18	0
0	2542358	18	0
0	2547098	18	0
0	2547621	18	0
0	2556689	18	0
0	2556730	18	0
0	2556770	18	0
0	2561012	18	0
0	2562358	18	0
0	2565670	18	0
0	2567296	18	0
0	2572143	18	0
0	2572606	18	0
0	2575565	18	2
0	2575584	18	2
0	2575599	18	2
0	2576828	18	0
0	2576993	18	0
0	2584635	18	0
0	2589812	18	0
0	2591237	18	0
0	2591883	18	0
0	2591956	18	0
0	2592761	18	0
0	2595628	18	0
0	2596114	18	0
0	2604530	18	0
0	2605759	18	0
0	2607110	18	0
0	2613420	18	0
0	2613589	18	0
0	261880	18	0
0	2626283	18	0
0	2627994	18	0
0	2628032	18	0
0	2629690	18	0
0	2629906	18	0
0	2629947	18	0
0	2631222	18	2
0	2631757	18	0
0	2632727	18	0
0	2633017	18	0
0	2633203	18	0
0	2633270	18	0
0	2635975	18	0
0	2636057	18	0
0	2636832	18	0
0	2644092	18	0
0	2644321	18	0
0	2646334	18	0
0	2650979	18	0
0	2652426	18	0
0	2655746	18	0
0	2663443	18	0
0	2664192	18	0
0	2664214	18	0
0	2664218	18	0
0	2665694	18	0
0	2666638	18	0
0	2668561	18	0
0	2672216	18	0
0	2672220	18	0
0	2672301	18	0
0	2679599	18	0
0	2684339	18	0
0	2684991	18	0
0	2685470	18	0
0	2685790	18	0
0	2686952	18	0
0	2686975	18	1
0	2687569	18	0
0	2687570	18	0
0	2687930	18	0
0	2688343	18	2
0	2690061	18	0
0	2690062	18	0
0	2691805	18	0
0	2693431	18	0
0	2693868	18	0
0	2693985	18	0
0	2693998	18	0
0	2694628	18	0
0	2694630	18	0
0	2695205	18	0
0	2698104	18	0
0	2699331	18	0
0	2699974	18	0
0	270015	18	0
0	2702412	18	0
0	2704202	18	0
0	2708982	18	0
0	2708994	18	0
0	2710063	18	0
0	2712529	18	0
0	2713835	18	0
0	2714076	18	0
0	2715195	18	0
0	2717442	18	2
0	2718101	18	0
0	2719058	18	0
0	2720222	18	0
0	2721575	18	0
0	2721942	18	0
0	2726501	18	0
0	2726516	18	0
0	2729477	18	0
0	2729892	18	0
0	2729945	18	0
0	2734610	18	0
0	2734617	18	0
0	2738890	18	0
0	2740110	18	0
0	2740114	18	0
0	2740115	18	0
0	2740245	18	0
0	2740262	18	0
0	2747499	18	0
0	2750143	18	2
0	2750195	18	0
0	2751768	18	0
0	2752789	18	0
0	2753342	18	0
0	2753768	18	0
0	2755787	18	2
0	2756345	18	0
0	2756346	18	2
0	2757389	18	0
0	2759914	18	2
0	2760910	18	0
0	2764123	18	0
0	2764601	18	0
0	2767145	18	0
0	2769370	18	0
0	2772253	18	0
0	2773608	18	0
0	2774660	18	0
0	2776170	18	0
0	2779287	18	0
0	2779443	18	0
0	2782317	18	0
0	2783090	18	0
0	2783124	18	0
0	2783150	18	0
0	2784403	18	2
0	2784783	18	0
0	2787265	18	0
0	2788568	18	0
0	2794498	18	1
0	2797382	18	0
0	2797743	18	0
0	2798987	18	0
0	2799006	18	0
0	2799007	18	1
0	2799065	18	1
0	2801011	18	0
0	2804019	18	0
0	2810372	18	0
0	2811596	18	0
0	2811896	18	0
0	2811934	18	0
0	2811945	18	0
0	2813122	18	0
0	2813126	18	0
0	2813128	18	0
0	2813291	18	0
0	2813535	18	0
0	2813536	18	0
0	2813541	18	0
0	2813542	18	0
0	2814806	18	0
0	2815648	18	0
0	2816711	18	0
0	2820434	18	0
0	2822248	18	0
0	2822251	18	0
0	2822252	18	0
0	2823030	18	0
0	2823040	18	0
0	2823551	18	0
0	2824875	18	0
0	2824881	18	0
0	2825016	18	0
0	2825133	18	0
0	2825552	18	2
0	2827048	18	0
0	2827065	18	0
0	2827790	18	0
0	2827792	18	0
0	2827808	18	0
0	2829407	18	0
0	2829408	18	0
0	2831021	18	0
0	2842888	18	0
0	2844281	18	0
0	2845190	18	0
0	2845191	18	0
0	2847727	18	0
0	2847728	18	0
0	2847812	18	0
0	2850550	18	0
0	2856151	18	0
0	2857854	18	0
0	2858848	18	0
0	2859479	18	0
0	2860402	18	0
0	2873454	18	0
0	2873510	18	0
0	2874544	18	0
0	2875506	18	0
0	2875706	18	0
0	2875708	18	0
0	2878411	18	0
0	2881432	18	0
0	2883193	18	0
0	2886875	18	0
0	2887510	18	0
0	2887898	18	0
0	2888325	18	2
0	2888329	18	0
0	2888753	18	0
0	2888977	18	0
0	2889772	18	0
0	2893118	18	0
0	2894493	18	0
0	2900097	18	0
0	2904291	18	0
0	2904730	18	0
0	2908853	18	0
0	2908860	18	0
0	2910854	18	0
0	2914966	18	0
0	2919553	18	0
0	2921330	18	0
0	2924396	18	0
0	2928270	18	0
0	2931125	18	0
0	2931142	18	0
0	2932950	18	0
0	2933117	18	2
0	2933468	18	0
0	2933858	18	0
0	2935884	18	0
0	2936084	18	0
0	2939444	18	0
0	2940743	18	0
0	2944241	18	0
0	2944247	18	2
0	2944328	18	0
0	2944862	18	0
0	2945163	18	0
0	2946695	18	0
0	2949656	18	0
0	2951104	18	0
0	2958331	18	0
0	2963769	18	0
0	2965705	18	0
0	2966984	18	0
0	2967013	18	0
0	2981765	18	0
0	2983799	18	0
0	2984463	18	0
0	2988774	18	0
0	2989717	18	0
0	2990053	18	0
0	2991287	18	0
0	2992138	18	0
0	2994802	18	0
0	2995900	18	2
0	2999595	18	0
0	3001437	18	0
0	3001704	18	0
0	3002186	18	0
0	3006423	18	0
0	3008952	18	0
0	3008954	18	0
0	3009442	18	0
0	3011091	18	0
0	3014715	18	0
0	3015219	18	0
0	3015232	18	0
0	3015858	18	0
0	3016252	18	0
0	3016806	18	0
0	3017305	18	0
0	3017901	18	0
0	3019596	18	0
0	3020354	18	0
0	3021745	18	0
0	3030016	18	0
0	3030052	18	0
0	3030053	18	0
0	3030056	18	0
0	3031011	18	0
0	3037213	18	0
0	3038406	18	0
0	3040426	18	0
0	3041485	18	0
0	3041832	18	0
0	3043756	18	2
0	3044095	18	0
0	3045067	18	0
0	3046007	18	0
0	3046515	18	0
0	3047866	18	0
0	3048475	18	0
0	3049121	18	0
0	3051089	18	0
0	3058085	18	0
0	3060309	18	0
0	3061700	18	0
0	3064060	18	0
0	3068105	18	0
0	3071483	18	0
0	3074556	18	0
0	3077410	18	0
0	3083331	18	0
0	3086144	18	0
0	3086145	18	0
0	3086146	18	0
0	3086150	18	0
0	3086151	18	0
0	3086161	18	0
0	3086162	18	0
0	3087885	18	0
0	3088376	18	0
0	3090301	18	0
0	3095547	18	0
0	3099218	18	0
0	3101758	18	0
0	3101782	18	0
0	3102808	18	0
0	3102869	18	0
0	3104556	18	0
0	3104973	18	0
0	3108758	18	0
0	3108760	18	0
0	3108768	18	2
0	3108793	18	0
0	3109782	18	0
0	3109785	18	0
0	3109793	18	0
0	3111700	18	0
0	3112438	18	0
0	3113998	18	0
0	3116003	18	2
0	3118317	18	0
0	3118644	18	0
0	3118664	18	0
0	3119438	18	0
0	3122058	18	0
0	3123554	18	0
0	3123640	18	0
0	3123833	18	0
0	3127319	18	0
0	3128263	18	0
0	3130333	18	0
0	3132331	18	0
0	3132663	18	0
0	3132697	18	0
0	3134932	18	0
0	3135082	18	0
0	3135503	18	0
0	3137790	18	0
0	3140273	18	0
0	3141019	18	0
0	3143277	18	0
0	3145992	18	0
0	3146709	18	0
0	3147132	18	0
0	3147139	18	0
0	3148421	18	0
0	3149133	18	0
0	3151508	18	0
0	3152039	18	0
0	3153716	18	0
0	3153734	18	0
0	3153924	18	0
0	3155275	18	0
0	3156995	18	0
0	3161430	18	0
0	3161434	18	0
0	3161441	18	0
0	3161474	18	0
0	3162761	18	0
0	3162842	18	0
0	3163221	18	0
0	3168342	18	0
0	3172064	18	0
0	3172481	18	0
0	3172664	18	0
0	3173916	18	0
0	3174131	18	0
0	3175350	18	0
0	3176151	18	0
0	3177908	18	0
0	3180819	18	0
0	3181823	18	0
0	3182443	18	0
0	3183677	18	0
0	3186895	18	0
0	3190012	18	0
0	3190475	18	0
0	3190481	18	0
0	3194369	18	0
0	3196159	18	0
0	3196964	18	0
0	3197495	18	0
0	3198766	18	0
0	3198775	18	0
0	3198947	18	0
0	3199753	18	0
0	3199906	18	2
0	3201080	18	0
0	3202844	18	0
0	3205656	18	2
0	3206110	18	0
0	3213680	18	0
0	3214375	18	0
0	3214547	18	0
0	3214570	18	0
0	3214856	18	0
0	3215178	18	0
0	3215362	18	0
0	3215423	18	0
0	3215553	18	0
0	3215967	18	0
0	3218045	18	0
0	3218868	18	0
0	3218965	18	2
0	3218974	18	0
0	3219003	18	1
0	3219004	18	0
0	3219018	18	2
0	3219034	18	1
0	3219287	18	2
0	3222266	18	0
0	3223007	18	0
0	3224471	18	2
0	3224944	18	0
0	3226299	18	2
0	3227583	18	0
0	3228372	18	0
0	3229792	18	0
0	3234635	18	0
0	3235905	18	0
0	3237433	18	0
0	3238578	18	0
0	3242136	18	0
0	3245397	18	0
0	3245399	18	0
0	3245400	18	0
0	3252506	18	0
0	3252509	18	0
0	3254894	18	0
0	3255285	18	0
0	3257034	18	2
0	3257265	18	0
0	3258545	18	0
0	3259574	18	0
0	3261719	18	0
0	3263067	18	0
0	3263070	18	0
0	3263074	18	0
0	3263087	18	0
0	3264875	18	0
0	3265448	18	0
0	3266255	18	0
0	3267537	18	0
0	3270458	18	0
0	3270879	18	0
0	3271282	18	0
0	3271288	18	0
0	3271296	18	0
0	3271299	18	0
0	3272533	18	0
0	3276904	18	0
0	3277343	18	0
0	3279503	18	0
0	3283454	18	0
0	3284082	18	0
0	3284677	18	0
0	3284718	18	0
0	3284745	18	0
0	3289276	18	0
0	3290800	18	0
0	3290846	18	0
0	3290847	18	2
0	3290862	18	0
0	3293925	18	0
0	3294114	18	0
0	3296275	18	0
0	3296316	18	0
0	3296488	18	0
0	3297526	18	0
0	3301921	18	0
0	3302904	18	0
0	3302907	18	0
0	3303770	18	0
0	3303772	18	0
0	3304471	18	0
0	3305921	18	0
0	3309635	18	0
0	3310978	18	0
0	3310988	18	1
0	3310990	18	0
0	3313749	18	0
0	3313757	18	0
0	3313870	18	0
0	3314559	18	0
0	3314860	18	0
0	3315680	18	0
0	3318935	18	0
0	3318936	18	0
0	3318957	18	0
0	3319540	18	0
0	3322181	18	0
0	3322349	18	0
0	3323635	18	0
0	3326224	18	0
0	3326710	18	0
0	3326899	18	0
0	3327672	18	0
0	3329083	18	0
0	3331875	18	0
0	3333660	18	1
0	3333805	18	0
0	3334801	18	0
0	3335258	18	0
0	3336909	18	0
0	3338649	18	0
0	3339023	18	0
0	3339251	18	0
0	3339825	18	0
0	3342231	18	0
0	3345222	18	0
0	3346836	18	0
0	3348082	18	0
0	3348639	18	0
0	3349853	18	0
0	3350152	18	0
0	3350215	18	0
0	3351253	18	2
0	3351987	18	0
0	3354405	18	2
0	3355033	18	0
0	3355157	18	0
0	3358057	18	0
0	3358065	18	0
0	3358953	18	0
0	3359162	18	0
0	3359432	18	0
0	3359716	18	0
0	3361868	18	0
0	3362584	18	0
0	3362917	18	0
0	3363766	18	1
0	3363986	18	0
0	3368228	18	0
0	3368360	18	0
0	3371426	18	0
0	3371476	18	0
0	3372799	18	0
0	3373077	18	0
0	3375727	18	0
0	3376190	18	0
0	3379053	18	0
0	3381498	18	0
0	3382616	18	0
0	3386343	18	0
0	3387587	18	2
0	3387614	18	2
0	3387629	18	2
0	3388657	18	0
0	3390108	18	0
0	3390291	18	0
0	3390365	18	0
0	3390728	18	0
0	3391801	18	0
0	3391837	18	0
0	3391848	18	0
0	3394390	18	0
0	3398309	18	0
0	3399315	18	0
0	3403367	18	0
0	3403610	18	0
0	3408508	18	0
0	3408521	18	0
0	3408663	18	0
0	3409114	18	0
0	3409957	18	2
0	3410247	18	0
0	3410774	18	0
0	3411439	18	0
0	3411783	18	0
0	3412186	18	0
0	3414117	18	0
0	3415101	18	0
0	3415795	18	0
0	3415873	18	0
0	3416673	18	0
0	3416676	18	0
0	3419921	18	0
0	3420076	18	0
0	3420510	18	0
0	3420763	18	0
0	3422154	18	0
0	3423821	18	0
0	3424005	18	0
0	3424642	18	0
0	3424871	18	0
0	3425271	18	0
0	3425729	18	0
0	3425732	18	0
0	3426770	18	0
0	3428420	18	0
0	3429832	18	0
0	3430499	18	0
0	3431061	18	0
0	3433015	18	0
0	3434622	18	0
0	3439574	18	0
0	3441033	18	0
0	3442737	18	0
0	3443222	18	0
0	3443698	18	0
0	3445823	18	0
0	3446054	18	0
0	3446121	18	0
0	3452293	18	0
0	3457848	18	0
0	3457849	18	0
0	3458987	18	0
0	3459524	18	0
0	3459526	18	0
0	3459528	18	0
0	3459530	18	0
0	3459926	18	0
0	3460715	18	0
0	3461107	18	0
0	3461732	18	0
0	3462670	18	0
0	3464327	18	0
0	3465549	18	0
0	3465905	18	0
0	3468761	18	0
0	3474147	18	2
0	3477292	18	0
0	3478230	18	0
0	3479780	18	0
0	3481392	18	0
0	3482079	18	0
0	3482082	18	0
0	3482084	18	0
0	3483268	18	0
0	3483495	18	0
0	3483526	18	0
0	3483767	18	0
0	3483787	18	0
0	3483834	18	2
0	3484228	18	0
0	3484552	18	2
0	3484605	18	0
0	3486899	18	0
0	3486932	18	0
0	3488028	18	0
0	3488308	18	0
0	3488513	18	0
0	3491167	18	0
0	3492244	18	0
0	3495359	18	0
0	3498671	18	0
0	3499450	18	0
0	3499641	18	0
0	3500770	18	0
0	3501674	18	0
0	3502429	18	0
0	3503330	18	0
0	3504561	18	0
0	3505949	18	0
0	3507066	18	0
0	3507390	18	2
0	3507411	18	0
0	3508744	18	0
0	3509438	18	0
0	3510919	18	0
0	3512692	18	0
0	3515123	18	0
0	3516242	18	0
0	3517420	18	0
0	3517523	18	0
0	3517533	18	0
0	3517580	18	0
0	3517754	18	0
0	3517761	18	0
0	3519588	18	2
0	3519746	18	0
0	3521273	18	0
0	3521645	18	0
0	3521740	18	0
0	3521774	18	2
0	3521778	18	0
0	3524467	18	0
0	3524693	18	0
0	3526908	18	0
0	3527234	18	0
0	3529430	18	0
0	3529656	18	0
0	3531949	18	0
0	3532087	18	0
0	3534058	18	2
0	3534689	18	0
0	3537269	18	0
0	3538583	18	0
0	3539460	18	0
0	3539541	18	0
0	3541188	18	0
0	3541200	18	0
0	3541472	18	0
0	3542918	18	0
0	3542922	18	0
0	3542932	18	0
0	3542938	18	0
0	3543801	18	0
0	3544057	18	0
0	3544059	18	0
0	3544060	18	0
0	3544062	18	0
0	3544066	18	0
0	3544813	18	0
0	3545330	18	0
0	3546087	18	2
0	3546089	18	2
0	3548815	18	0
0	3549770	18	0
0	3549924	18	1
0	3551781	18	0
0	3552439	18	0
0	3552874	18	0
0	3553143	18	0
0	3554525	18	0
0	3555784	18	0
0	3555985	18	0
0	3556766	18	0
0	3557149	18	0
0	3558351	18	0
0	3558907	18	0
0	3560820	18	0
0	3561305	18	0
0	3562196	18	0
0	3563449	18	0
0	3564105	18	0
0	3564814	18	0
0	3564815	18	0
0	3565133	18	0
0	3567877	18	2
0	3568097	18	0
0	3568885	18	0
0	3569909	18	0
0	3570899	18	0
0	3572985	18	0
0	3573162	18	0
0	3573492	18	0
0	3574852	18	0
0	3575228	18	0
0	3575386	18	0
0	3576368	18	0
0	3576734	18	2
0	3577671	18	0
0	3579014	18	0
0	3580577	18	0
0	3580652	18	0
0	3580664	18	2
0	3580749	18	0
0	3581514	18	0
0	3581603	18	0
0	3582636	18	0
0	3584910	18	0
0	3590145	18	0
0	3590438	18	0
0	3590788	18	0
0	3596703	18	0
0	3597487	18	0
0	3597633	18	0
0	3597915	18	0
0	3598553	18	0
0	3598951	18	0
0	3599262	18	0
0	3599547	18	0
0	3599577	18	0
0	3600136	18	0
0	3600137	18	0
0	3603110	18	0
0	3604619	18	0
0	3606275	18	0
0	3610196	18	0
0	3610305	18	0
0	3610459	18	0
0	3612362	18	0
0	3614291	18	0
0	3614293	18	0
0	3614329	18	0
0	3614335	18	0
0	1036275	19	0
0	1036506	19	0
0	1036566	19	0
0	1044450	19	0
0	1082199	19	0
0	1082241	19	0
0	1082319	19	0
0	1112589	19	0
0	1112598	19	0
0	1180860	19	1
0	1182400	19	2
0	1183200	19	0
0	1183227	19	0
0	1184093	19	0
0	1190202	19	0
0	1190204	19	0
0	1201147	19	0
0	1201178	19	0
0	1240788	19	0
0	1240816	19	0
0	1241564	19	0
0	1241733	19	0
0	1241778	19	0
0	1241976	19	0
0	1242151	19	0
0	1242223	19	0
0	1251637	19	0
0	1266310	19	0
0	1266380	19	1
0	1277009	19	0
0	1291398	19	0
0	1314921	19	0
0	1316906	19	0
0	1318457	19	1
0	1318461	19	0
0	1326214	19	0
0	1332000	19	0
0	1373687	19	0
0	1386666	19	0
0	1440864	19	0
0	1448174	19	0
0	1448191	19	0
0	1450293	19	1
0	1456978	19	0
0	1456992	19	0
0	1459185	19	1
0	1469395	19	0
0	1469460	19	0
0	1469683	19	0
0	1469800	19	0
0	1470077	19	0
0	1471788	19	0
0	1474397	19	0
0	1474420	19	0
0	1474884	19	0
0	1475136	19	0
0	1475844	19	1
0	1519247	19	0
0	1519330	19	0
0	1519647	19	0
0	1519673	19	0
0	1519920	19	0
0	1533902	19	0
0	1538622	19	0
0	1543630	19	2
0	1559608	19	0
0	1559688	19	0
0	1566460	19	0
0	1566561	19	0
0	1566591	19	0
0	1567191	19	0
0	1567313	19	0
0	1567327	19	0
0	1568469	19	0
0	1569122	19	0
0	1569142	19	0
0	1586011	19	2
0	1590052	19	0
0	1617089	19	0
0	1621058	19	0
0	1621066	19	0
0	1634746	19	0
0	1637097	19	0
0	1664583	19	0
0	1698474	19	0
0	1702536	19	0
0	1716178	19	0
0	1750931	19	0
0	1762052	19	0
0	1762065	19	0
0	1764163	19	0
0	1764736	19	0
0	1779609	19	0
0	1781421	19	0
0	1805747	19	0
0	1824716	19	1
0	1852413	19	0
0	1890567	19	0
0	1904196	19	1
0	1914238	19	1
0	1914254	19	1
0	1931600	19	0
0	1936261	19	0
0	1936270	19	0
0	1936305	19	0
0	1936995	19	1
0	1947967	19	0
0	1950520	19	1
0	1976312	19	2
0	1977652	19	0
0	2001893	19	0
0	2010240	19	0
0	2010904	19	0
0	2024846	19	0
0	2033726	19	0
0	2040141	19	2
0	2063305	19	0
0	2064275	19	0
0	2072848	19	0
0	2073898	19	0
0	2074575	19	0
0	2098752	19	0
0	2099277	19	0
0	212447	19	0
0	2129137	19	0
0	2131114	19	0
0	2133021	19	0
0	2135836	19	0
0	2137136	19	0
0	2140187	19	0
0	2141630	19	0
0	2147358	19	0
0	2150132	19	0
0	2151538	19	0
0	2151774	19	0
0	2169216	19	0
0	2169650	19	0
0	2172248	19	0
0	2174496	19	0
0	2174499	19	0
0	2174511	19	0
0	2194660	19	0
0	2206034	19	2
0	2211470	19	0
0	2211471	19	0
0	2211472	19	0
0	2211473	19	0
0	2211474	19	0
0	2211476	19	0
0	2211477	19	0
0	2211488	19	0
0	2211490	19	0
0	2211494	19	0
0	2211496	19	0
0	2211497	19	0
0	2211506	19	0
0	2211534	19	0
0	2211558	19	0
0	2211561	19	0
0	2213664	19	0
0	2213673	19	1
0	2222163	19	0
0	2225999	19	0
0	2231341	19	0
0	2232037	19	0
0	2232040	19	0
0	2246306	19	0
0	2248560	19	0
0	2253537	19	1
0	2254469	19	1
0	2259431	19	0
0	2263060	19	1
0	2266722	19	0
0	2266859	19	0
0	2270269	19	0
0	2276219	19	0
0	2289222	19	0
0	2289823	19	0
0	2294139	19	0
0	2322927	19	0
0	2323545	19	0
0	2359661	19	0
0	2359964	19	0
0	2360085	19	0
0	2360120	19	0
0	2361301	19	0
0	2363236	19	0
0	2364103	19	0
0	2365965	19	0
0	2366049	19	0
0	2366153	19	0
0	2374297	19	0
0	2377139	19	0
0	2386750	19	0
0	2390549	19	0
0	2391256	19	0
0	2394307	19	0
0	2395286	19	0
0	2395287	19	0
0	2396178	19	0
0	2405793	19	0
0	2409368	19	0
0	2415357	19	0
0	2430546	19	1
0	2448207	19	0
0	2448580	19	0
0	2449239	19	0
0	2453042	19	0
0	2479310	19	0
0	2479675	19	0
